id,question_type,business_type,difficulty,is_required,remark,question_content,answer,option_a,option_b,option_c,option_d,option_e,option_f,option_g,option_h,option_i,option_j,created_at,updated_at,analysis
00dbf43f-0e85-4f89-8bff-c7ca3da23bd2,单选题,食品流通,易,是,,需冷冻的食品运输过程温度、贮存环境温度不高于（）。,C,-10℃,-15℃,-18℃,-20℃,,,,,,,2026-04-03 08:25:16.151+00,2026-04-03 08:25:16.151+00,"【法律依据】
依据《中华人民共和国食品安全法》第33条/第34条规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【选项分析】
A. -10℃ ❌ — 不符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
B. -15℃ ❌ — 不符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
C. -18℃ ✅ — 符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
D. -20℃ ❌ — 不符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
正确答案：C

【核心要点】
《中华人民共和国食品安全法》第33条/第34条明确规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【实务提示】
建议企业引入HACCP等先进食品安全管理体系，系统防控食品安全风险。"
00ebf069-43ce-4008-8e1e-6368de92b005,判断题,特殊食品流通,易,是,,食品经营者应当妥善保管食品经营许可证，不得伪造、涂改、倒卖、出租、出借、转让。,对,,,,,,,,,,,2026-04-03 08:27:12.087675+00,2026-04-03 08:27:12.087675+00,"【法律依据】
依据《食品经营许可管理办法》第26条规定：食品经营者应当妥善保管食品经营许可证，不得伪造、涂改、倒卖、出租、出借、转让。

【判定分析】
✅ 该表述正确。符合《食品经营许可管理办法》的规定。
正确答案：对

【核心要点】
《食品经营许可管理办法》第26条明确规定：食品经营者应当妥善保管食品经营许可证，不得伪造、涂改、倒卖、出租、出借、转让。

【实务提示】
企业应建立供应商审核制度，严格把控原料采购关，确保原料质量安全。"
00fca35b-6988-45e5-a1f1-2bf1eb5e0ee3,单选题,食品生产,易,是,,被吊销许可证的食品生产企业及其法定代表人、直接负责的主管人员和其他直接责任人员自处罚决定作出之日起（    ）不得申请食品生产许可，或者从事食品生产管理工作、担任食品生产企业食品安全管理人员。,A,A、五年内,B、八年内,C、十年内,D、终身,,,,,,,2026-04-03 08:24:08.030283+00,2026-04-03 08:24:08.030283+00,"【法律依据】
依据《中华人民共和国食品安全法》第33条/第34条规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【选项分析】
A. A、五年内 ✅ — 符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
B. B、八年内 ❌ — 不符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
C. C、十年内 ❌ — 不符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
D. D、终身 ❌ — 不符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
正确答案：A

【核心要点】
《中华人民共和国食品安全法》第33条/第34条明确规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【实务提示】
食品生产经营者应加强从业人员培训，提高食品安全意识，严格遵守操作规程。"
011bf335-884d-46a3-bc75-2f3e1883c7e1,多选题,食品生产,易,是,,食品生产经营者可以对其生产经营食品的（  ）、（  ）、（   ）、（   ）等事项依法提出异议处理申请。,"A,B,C,D",抽样过程,样品真实性,检验方法,标准适用,,,,,,,2026-04-03 08:26:28.065186+00,2026-04-03 08:26:28.065186+00,"【法律依据】
依据《中华人民共和国食品安全法》第33条/第34条规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【选项分析】
A. 抽样过程 ✅ — 符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
B. 样品真实性 ✅ — 符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
C. 检验方法 ✅ — 符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
D. 标准适用 ✅ — 符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
正确答案：A,B,C,D

【核心要点】
《中华人民共和国食品安全法》第33条/第34条明确规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【实务提示】
食品生产经营者应加强从业人员培训，提高食品安全意识，严格遵守操作规程。"
011cc089-83d8-4fc4-8f02-91e88ae28d18,判断题,食品生产,易,是,,膨化食品风险防控中的食品添加剂“两超”，通常是指超限量使用甜味剂、着色剂，超范围违规使用含铝膨松剂。,对,,,,,,,,,,,2026-04-03 08:27:12.087675+00,2026-04-03 08:27:12.087675+00,"【法律依据】
依据《食品安全国家标准 食品添加剂使用标准》（GB 2760-2014）3.1规定：食品添加剂使用时不应对人体产生任何健康危害，不应掩盖食品腐败变质，不应以掺杂、掺假、伪造为目的而使用食品添加剂，在达到预期目的前提下尽可能降低使用量。

【判定分析】
✅ 该表述正确。符合《食品安全国家标准 食品添加剂使用标准》（GB 2760-2014）的规定。
正确答案：对

【核心要点】
《食品安全国家标准 食品添加剂使用标准》（GB 2760-2014）3.1明确规定：食品添加剂使用时不应对人体产生任何健康危害，不应掩盖食品腐败变质，不应以掺杂、掺假、伪造为目的而使用食品添加剂，在达到预期目的前提下尽可能降低使用量。

【实务提示】
食品生产经营者应加强从业人员培训，提高食品安全意识，严格遵守操作规程。"
0135fe7c-0faf-4d68-9196-ca3a658592f1,判断题,食品生产,易,是,,食品生产企业拒绝在食品安全监督抽检抽样文书上签字或者盖章的，由食品安全监督管理部门根据情节依法单处或者并处警告、3万元以下罚款。,错,,,,,,,,,,,2026-04-03 08:27:45.462018+00,2026-04-03 08:27:45.462018+00,"【法律依据】
依据《中华人民共和国食品安全法》第33条/第34条规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【判定分析】
❌ 该表述错误。不符合《中华人民共和国食品安全法》的规定。
正确答案：错

【核心要点】
《中华人民共和国食品安全法》第33条/第34条明确规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【实务提示】
食品生产经营者应加强从业人员培训，提高食品安全意识，严格遵守操作规程。"
0139b456-3b32-4cfc-bcbe-587ecb795b69,判断题,特殊食品生产,易,是,,根据《食品生产经营风险分级管理办法》，食品生产企业风险等级一经评定，无法调整。,错,,,,,,,,,,,2026-04-03 08:26:50.677917+00,2026-04-03 08:26:50.677917+00,"【法律依据】
依据《食品生产经营风险分级管理办法》第7条/第16条规定：食品生产企业风险等级分为A（低风险）、B（中低风险）、C（中高风险）、D（高风险）四个等级，应根据监管记录动态调整。

【判定分析】
❌ 该表述错误。不符合《食品生产经营风险分级管理办法》的规定。
正确答案：错

【核心要点】
《食品生产经营风险分级管理办法》第7条/第16条明确规定：食品生产企业风险等级分为A（低风险）、B（中低风险）、C（中高风险）、D（高风险）四个等级，应根据监管记录动态调整。

【实务提示】
食品生产经营者应加强从业人员培训，提高食品安全意识，严格遵守操作规程。"
013d4be8-d050-4ebe-a2ac-c081ec012dc9,判断题,餐饮,易,是,,建立并执行从业人员健康管理制度和培训制度。患有国家卫生健康委规定的有碍食品安全疾病的人员，不得从事食品工作。,错,,,,,,,,,,,2026-04-03 08:28:05.597861+00,2026-04-03 08:28:05.597861+00,"【法律依据】
依据《中华人民共和国食品安全法》第45条规定：食品生产经营者应当建立并执行从业人员健康管理制度。患有国务院卫生行政部门规定的有碍食品安全疾病的人员，不得从事接触直接入口食品的工作。

【判定分析】
❌ 该表述错误。不符合《中华人民共和国食品安全法》的规定。
正确答案：错

【核心要点】
《中华人民共和国食品安全法》第45条明确规定：食品生产经营者应当建立并执行从业人员健康管理制度。患有国务院卫生行政部门规定的有碍食品安全疾病的人员，不得从事接触直接入口食品的工作。

【实务提示】
企业应建立完善的记录和台账管理制度，确保食品安全追溯体系有效运行。"
016076b0-5fd1-4401-98bb-d2b15631d6a8,判断题,食品流通,易,是,,《中华人民共和国食品安全法实施条例》规定了食品安全监管部门和公安机关的协作机制，明确行政拘留与其他行政处罚的衔接程序。,对,,,,,,,,,,,2026-04-03 08:28:05.597861+00,2026-04-03 08:28:05.597861+00,"【法律依据】
依据《中华人民共和国食品安全法》第33条/第34条规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【判定分析】
✅ 该表述正确。符合《中华人民共和国食品安全法》的规定。
正确答案：对

【核心要点】
《中华人民共和国食品安全法》第33条/第34条明确规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【实务提示】
食品生产经营者应加强从业人员培训，提高食品安全意识，严格遵守操作规程。"
0164387d-3347-472e-b176-d6111e985aed,判断题,食品流通,易,是,,对因标签、标志或说明书不符合食品安全标准而被召回的食品，食品生产者在采取补救措施且能保证食品安全的情况下可以继续销售；销售时应当向消费者明示补救措施。,对,,,,,,,,,,,2026-04-03 08:28:05.597861+00,2026-04-03 08:28:05.597861+00,"【法律依据】
依据《中华人民共和国食品安全法》第63条规定：国家建立食品召回制度。食品生产者发现其生产的食品不符合食品安全标准或者有证据证明可能危害人体健康的，应当立即停止生产，召回已经上市销售的食品。

【判定分析】
✅ 该表述正确。符合《中华人民共和国食品安全法》的规定。
正确答案：对

【核心要点】
《中华人民共和国食品安全法》第63条明确规定：国家建立食品召回制度。食品生产者发现其生产的食品不符合食品安全标准或者有证据证明可能危害人体健康的，应当立即停止生产，召回已经上市销售的食品。

【实务提示】
召回分为三级：一级（24小时内，可能导致死亡）、二级（48小时内，一般健康损害）、三级（72小时内，标签问题）。企业应建立召回管理制度并定期演练。"
016c0b8d-2749-4d50-b2e4-cf6ef7f464b8,判断题,食品生产,易,是,,生产企业可以采用红薯或红薯淀粉为原料，生产红薯粉丝产品。（）,对,,,,,,,,,,,2026-04-03 08:27:45.462018+00,2026-04-03 08:27:45.462018+00,"【法律依据】
依据《中华人民共和国食品安全法》第33条/第34条规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【判定分析】
✅ 该表述正确。符合《中华人民共和国食品安全法》的规定。
正确答案：对

【核心要点】
《中华人民共和国食品安全法》第33条/第34条明确规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【实务提示】
企业应建立完善的记录和台账管理制度，确保食品安全追溯体系有效运行。"
017055a6-a1b3-407b-b76b-a83d22ba0d37,判断题,食品生产,易,是,,《食品安全国家标准 发酵乳》（GB 19302-2010）要求发酵后经热处理和不经热处理的发酵乳产品乳酸菌数≥1000000 CFU/g（mL）。,错,,,,,,,,,,,2026-04-03 08:27:45.462018+00,2026-04-03 08:27:45.462018+00,"【法律依据】
依据《中华人民共和国食品安全法》第33条/第34条规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【判定分析】
❌ 该表述错误。不符合《中华人民共和国食品安全法》的规定。
正确答案：错

【核心要点】
《中华人民共和国食品安全法》第33条/第34条明确规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【实务提示】
企业应建立完善的记录和台账管理制度，确保食品安全追溯体系有效运行。"
0170ac62-1609-426b-bc5d-d6b1010d8405,多选题,食品流通,,否,,食品经营者在贮存和销售食品时，应注意（    ）。,"A,B,C",贮存散装食品，应当在贮存位置标明食品的名称、生产日期、保质期、生产者名称及联系方式等内容。,食品经营者销售散装食品，应当在散装食品的容器、外包装上标明食品的名称、生产日期、保质期、生产经营者名称及联系方式等内容。,食品经营者销售生鲜食品和熟食制品，应当符合食品安全所需要的温度、空间隔离等特殊要求，防止交叉污染。,食品经营者销售散装食品，应当在其容器上标明食品的名称、生产日期、保质期，生产经营者名称及其联系方式等内容为选填。,,,,,,,2026-04-03 08:26:50.677917+00,2026-04-03 08:26:50.677917+00,"【法律依据】
依据《中华人民共和国食品安全法》第33条/第34条规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【选项分析】
A. 贮存散装食品，应当在贮存位置标明食品的名称、生产日期、保质期、生产者名称及联系方式等内容。 ✅ — 符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
B. 食品经营者销售散装食品，应当在散装食品的容器、外包装上标明食品的名称、生产日期、保质期、生产经营者名称及联系方式等内容。 ✅ — 符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
C. 食品经营者销售生鲜食品和熟食制品，应当符合食品安全所需要的温度、空间隔离等特殊要求，防止交叉污染。 ✅ — 符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
D. 食品经营者销售散装食品，应当在其容器上标明食品的名称、生产日期、保质期，生产经营者名称及其联系方式等内容为选填。 ❌ — 不符合《中华人民共和国食品安全法》第33条/第34条的规定要求。
正确答案：A,B,C

【核心要点】
《中华人民共和国食品安全法》第33条/第34条明确规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【实务提示】
食品生产经营者应加强从业人员培训，提高食品安全意识，严格遵守操作规程。"
017dd964-2ecc-4407-b6f1-857d4851b6c0,判断题,餐饮,易,是,,食品生产经营者应当依照法律、法规和食品安全标准从事生产经营活动，建立健全食品安全管理制度，采取有效措施预防和控制食品安全风险，保证食品安全。,对,,,,,,,,,,,2026-04-03 08:28:28.151233+00,2026-04-03 08:28:28.151233+00,"【法律依据】
依据《中华人民共和国食品安全法》第33条/第34条规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【判定分析】
✅ 该表述正确。《食品安全法》第44条及《企业落实食品安全主体责任监督管理规定》要求企业建立健全食品安全管理制度，落实责任制，配备管理人员，建立日管控、周排查、月调度机制。
正确答案：对

【核心要点】
《中华人民共和国食品安全法》第33条/第34条明确规定：食品生产经营应当符合食品安全标准，禁止生产经营不符合食品安全标准的食品。

【实务提示】
企业应建立供应商审核制度，严格把控原料采购关，确保原料质量安全。"
017e05b9-046c-4f12-9cd5-d24d46bfffd2,单选题,食品流通,易,是,,通过自动设备从事食品经营活动或仅从事食品经营管理活动的，取得一个经营场所的食品经营许可或进行备案后，即可在（ ）已取得许可或备案范围内的经营活动。,A,本省级行政区域内的其他经营场所开展,全国行政区域内的其他经营场所开展,本市行政区域内的其他经营场所开展,经营场所,,,,,,,2026-04-03 08:25:16.151+00,2026-04-03 08:25:16.151+00,"【法律依据】
依据《食品经营许可管理办法》相关规定规定：通过自动设备从事食品经营活动的，取得一个经营场所的食品经营许可后，可以在本省级行政区域内的其他经营场所开展已取得许可范围内的经营活动。

【选项分析】
A. 本省级行政区域内的其他经营场所开展 ✅ — 符合《食品经营许可管理办法》相关规定的规定要求。
B. 全国行政区域内的其他经营场所开展 ❌ — 不符合《食品经营许可管理办法》相关规定的规定要求。
C. 本市行政区域内的其他经营场所开展 ❌ — 不符合《食品经营许可管理办法》相关规定的规定要求。
D. 经营场所 ❌ — 不符合《食品经营许可管理办法》相关规定的规定要求。
正确答案：A

【核心要点】
《食品经营许可管理办法》相关规定明确规定：通过自动设备从事食品经营活动的，取得一个经营场所的食品经营许可后，可以在本省级行政区域内的其他经营场所开展已取得许可范围内的经营活动。

【实务提示】
企业应建立完善的记录和台账管理制度，确保食品安全追溯体系有效运行。"
