id,question_type,business_type,difficulty,is_required,remark,question_content,answer,option_a,option_b,option_c,option_d,option_e,option_f,option_g,option_h,option_i,option_j,created_at,updated_at,analysis
00dbf43f-0e85-4f89-8bff-c7ca3da23bd2,单选题,食品流通,易,是,,需冷冻的食品运输过程温度、贮存环境温度不高于（）。,C,-10℃,-15℃,-18℃,-20℃,,,,,,,2026-04-03 08:25:16.151+00,2026-04-03 08:25:16.151+00,GB 31605《食品安全国家标准 冷冻冷藏食品物流包装》规定，需冷冻的食品运输过程温度、贮存环境温度不高于-18℃。
00ebf069-43ce-4008-8e1e-6368de92b005,判断题,特殊食品流通,易,是,,食品经营者应当妥善保管食品经营许可证，不得伪造、涂改、倒卖、出租、出借、转让。,对,,,,,,,,,,,2026-04-03 08:27:12.087675+00,2026-04-03 08:27:12.087675+00,《食品安全法》第七十一条规定，食品经营者应当妥善保管食品经营许可证，不得伪造、涂改、倒卖、出租、出借、转让。
00fca35b-6988-45e5-a1f1-2bf1eb5e0ee3,单选题,食品生产,易,是,,被吊销许可证的食品生产企业及其法定代表人、直接负责的主管人员和其他直接责任人员自处罚决定作出之日起（    ）不得申请食品生产许可，或者从事食品生产管理工作、担任食品生产企业食品安全管理人员。,A,A、五年内,B、八年内,C、十年内,D、终身,,,,,,,2026-04-03 08:24:08.030283+00,2026-04-03 08:24:08.030283+00,正确答案为A。根据《中华人民共和国食品安全法》及相关法规标准规定，A、五年内。其他选项不符合相关法规要求。
011bf335-884d-46a3-bc75-2f3e1883c7e1,多选题,食品生产,易,是,,食品生产经营者可以对其生产经营食品的（  ）、（  ）、（   ）、（   ）等事项依法提出异议处理申请。,"A,B,C,D",抽样过程,样品真实性,检验方法,标准适用,,,,,,,2026-04-03 08:26:28.065186+00,2026-04-03 08:26:28.065186+00,"正确答案为A,B,C,D。根据《中华人民共和国食品安全法》及相关法规标准规定，抽样过程；样品真实性；检验方法；标准适用等选项符合法规要求。"
011cc089-83d8-4fc4-8f02-91e88ae28d18,判断题,食品生产,易,是,,膨化食品风险防控中的食品添加剂“两超”，通常是指超限量使用甜味剂、着色剂，超范围违规使用含铝膨松剂。,对,,,,,,,,,,,2026-04-03 08:27:12.087675+00,2026-04-03 08:27:12.087675+00,膨化食品风险防控中，'两超'指超范围、超限量使用食品添加剂，如甜味剂、着色剂超限量，违规使用含铝膨松剂等。
0135fe7c-0faf-4d68-9196-ca3a658592f1,判断题,食品生产,易,是,,食品生产企业拒绝在食品安全监督抽检抽样文书上签字或者盖章的，由食品安全监督管理部门根据情节依法单处或者并处警告、3万元以下罚款。,错,,,,,,,,,,,2026-04-03 08:27:45.462018+00,2026-04-03 08:27:45.462018+00,该表述不符合《中华人民共和国食品安全法》及相关法规、标准的规定。食品生产经营者应严格遵守法律法规要求，确保食品安全。
0139b456-3b32-4cfc-bcbe-587ecb795b69,判断题,特殊食品生产,易,是,,根据《食品生产经营风险分级管理办法》，食品生产企业风险等级一经评定，无法调整。,错,,,,,,,,,,,2026-04-03 08:26:50.677917+00,2026-04-03 08:26:50.677917+00,《食品生产经营风险分级管理办法》规定，食品生产企业风险等级实行动态调整，风险因素变化时应及时调整。
013d4be8-d050-4ebe-a2ac-c081ec012dc9,判断题,餐饮,易,是,,建立并执行从业人员健康管理制度和培训制度。患有国家卫生健康委规定的有碍食品安全疾病的人员，不得从事食品工作。,错,,,,,,,,,,,2026-04-03 08:28:05.597861+00,2026-04-03 08:28:05.597861+00,《食品安全法》第四十五条规定，患有有碍食品安全疾病的人员不得从事接触直接入口食品的工作，不是所有食品工作。
016076b0-5fd1-4401-98bb-d2b15631d6a8,判断题,食品流通,易,是,,《中华人民共和国食品安全法实施条例》规定了食品安全监管部门和公安机关的协作机制，明确行政拘留与其他行政处罚的衔接程序。,对,,,,,,,,,,,2026-04-03 08:28:05.597861+00,2026-04-03 08:28:05.597861+00,《食品安全法实施条例》规定了食品安全监管部门和公安机关的协作机制，明确行政拘留与其他行政处罚的衔接程序。
0164387d-3347-472e-b176-d6111e985aed,判断题,食品流通,易,是,,对因标签、标志或说明书不符合食品安全标准而被召回的食品，食品生产者在采取补救措施且能保证食品安全的情况下可以继续销售；销售时应当向消费者明示补救措施。,对,,,,,,,,,,,2026-04-03 08:28:05.597861+00,2026-04-03 08:28:05.597861+00,《食品安全法》第六十三条规定，标签、标志或说明书不符合标准而被召回的食品，采取补救措施且能保证食品安全的情况下可继续销售，应向消费者明示补救措施。
016c0b8d-2749-4d50-b2e4-cf6ef7f464b8,判断题,食品生产,易,是,,生产企业可以采用红薯或红薯淀粉为原料，生产红薯粉丝产品。（）,对,,,,,,,,,,,2026-04-03 08:27:45.462018+00,2026-04-03 08:27:45.462018+00,红薯粉丝以红薯淀粉为原料，符合GB 2713规定，可采用红薯或红薯淀粉为原料生产。
017055a6-a1b3-407b-b76b-a83d22ba0d37,判断题,食品生产,易,是,,《食品安全国家标准 发酵乳》（GB 19302-2010）要求发酵后经热处理和不经热处理的发酵乳产品乳酸菌数≥1000000 CFU/g（mL）。,错,,,,,,,,,,,2026-04-03 08:27:45.462018+00,2026-04-03 08:27:45.462018+00,GB 19302-2010规定，经热处理的发酵乳乳酸菌数≥100000 CFU/g(mL)，不经热处理的≥1000000 CFU/g(mL)。题目未区分热处理状态。
0170ac62-1609-426b-bc5d-d6b1010d8405,多选题,食品流通,,否,,食品经营者在贮存和销售食品时，应注意（    ）。,"A,B,C",贮存散装食品，应当在贮存位置标明食品的名称、生产日期、保质期、生产者名称及联系方式等内容。,食品经营者销售散装食品，应当在散装食品的容器、外包装上标明食品的名称、生产日期、保质期、生产经营者名称及联系方式等内容。,食品经营者销售生鲜食品和熟食制品，应当符合食品安全所需要的温度、空间隔离等特殊要求，防止交叉污染。,食品经营者销售散装食品，应当在其容器上标明食品的名称、生产日期、保质期，生产经营者名称及其联系方式等内容为选填。,,,,,,,2026-04-03 08:26:50.677917+00,2026-04-03 08:26:50.677917+00,"正确答案为A,B,C。根据《中华人民共和国食品安全法》及相关法规标准规定，贮存散装食品，应当在贮存位置标明食品的名称、生产日期、保质期、生产者名；食品经营者销售散装食品，应当在散装食品的容器、外包装上标明食品的名称、；食品经营者销售生鲜食品和熟食制品，应当符合食品安全所需要的温度、空间隔等选项符合法规要求。"
017dd964-2ecc-4407-b6f1-857d4851b6c0,判断题,餐饮,易,是,,食品生产经营者应当依照法律、法规和食品安全标准从事生产经营活动，建立健全食品安全管理制度，采取有效措施预防和控制食品安全风险，保证食品安全。,对,,,,,,,,,,,2026-04-03 08:28:28.151233+00,2026-04-03 08:28:28.151233+00,该表述符合《中华人民共和国食品安全法》及相关法规、标准的规定。食品生产经营者应严格遵守法律法规，落实食品安全主体责任。
017e05b9-046c-4f12-9cd5-d24d46bfffd2,单选题,食品流通,易,是,,通过自动设备从事食品经营活动或仅从事食品经营管理活动的，取得一个经营场所的食品经营许可或进行备案后，即可在（ ）已取得许可或备案范围内的经营活动。,A,本省级行政区域内的其他经营场所开展,全国行政区域内的其他经营场所开展,本市行政区域内的其他经营场所开展,经营场所,,,,,,,2026-04-03 08:25:16.151+00,2026-04-03 08:25:16.151+00,正确答案为A。根据《中华人民共和国食品安全法》及相关法规标准规定，本省级行政区域内的其他经营场所开展。其他选项不符合相关法规要求。
01a23d23-cfee-4ad3-86d8-9b6e1cc91d78,判断题,餐饮,易,是,,企业可以通过建立健全食品安全管理制度，落实食品安全责任制，配备相应的食品安全管理人员，明确岗位职责，制定食品安全风险管控清单和防控措施，落实日管控、周排查、月调度工作制度和机制等方式，防控食品安全风险。,对,,,,,,,,,,,2026-04-03 08:28:28.151233+00,2026-04-03 08:28:28.151233+00,该表述符合《中华人民共和国食品安全法》及相关法规、标准的规定。食品生产经营者应严格遵守法律法规，落实食品安全主体责任。
01b5d79f-0ead-4770-bbc8-b730f35dc437,单选题,特殊食品流通,易,是,,对于不符合食品安全标准的食品，生产经营者不按规定主动召回的，有关监管部门应当（ ）。,D,当众销毁,要求召回,不再追究,责令其召回或停止经营,,,,,,,2026-04-03 08:23:41.179811+00,2026-04-03 08:23:41.179811+00,正确答案为D。根据《中华人民共和国食品安全法》及相关法规标准规定，责令其召回或停止经营。其他选项不符合相关法规要求。
01b6b46d-28a8-43cf-a4e3-01ae889d8d7f,判断题,餐饮,易,是,,餐饮服务提供者可以贮存亚硝酸盐,错,,,,,,,,,,,2026-04-03 08:28:28.151233+00,2026-04-03 08:28:28.151233+00,国家明令禁止餐饮服务提供者采购、贮存、使用亚硝酸盐（亚硝酸钠、亚硝酸钾），因易引起食物中毒。
01bc7d2e-0d1e-464c-b0cf-02a30490230b,单选题,食品流通,易,是,,食用农产品是指（）中获得的供人食用的植物、动物、微生物及其产品。,B,工业活动,农业活动,生产活动,人类活动,,,,,,,2026-04-03 08:25:16.151+00,2026-04-03 08:25:16.151+00,正确答案为B。根据《中华人民共和国食品安全法》及相关法规标准规定，农业活动。其他选项不符合相关法规要求。
01c09b4a-0d33-41f7-a2ef-628a133314eb,判断题,特殊食品流通,易,是,,从事食品经营，可以向房产证一样转让食品经营许可证或登记证。,错,,,,,,,,,,,2026-04-03 08:27:12.087675+00,2026-04-03 08:27:12.087675+00,该表述不符合《中华人民共和国食品安全法》及相关法规、标准的规定。食品生产经营者应严格遵守法律法规要求，确保食品安全。
01e96080-61d4-4c5f-9bb6-670d452e4d68,单选题,食品流通,,否,,《中华人民共和国食品安全法》规定，国家对食品生产经营实行许可制度。从事（   ），应当依法取得许可。,D,食品生产,食品销售,餐饮服务,以上选项都是,,,,,,,2026-04-03 08:25:16.151+00,2026-04-03 08:25:16.151+00,正确答案为D。根据《中华人民共和国食品安全法》及相关法规标准规定，以上选项都是。其他选项不符合相关法规要求。
01fbafec-75ff-4c4f-93f5-63b47fe5e8bc,单选题,食品生产,易,是,,国家对食品生产经营实行（  ）制度。,A,许可,备案,行业管理,注册,,,,,,,2026-04-03 08:24:08.030283+00,2026-04-03 08:24:08.030283+00,正确答案为A。根据《中华人民共和国食品安全法》及相关法规标准规定，许可。其他选项不符合相关法规要求。
0209c843-1553-4662-b549-7d0301824e29,判断题,食品生产,易,是,,被抽查人对食用农产品检测结果有异议申请复检的，复检可以采用快速检测方法。,错,,,,,,,,,,,2026-04-03 08:27:12.087675+00,2026-04-03 08:27:12.087675+00,《食品安全抽样检验管理办法》规定，复检应采用食品安全国家标准规定的检验方法，不得采用快速检测方法。
020b6ae2-2f6b-4d1b-a8a5-175b70b53714,判断题,食品流通,易,是,,单位从事食品药品违法行为的，除对单位进行处罚外，还要依法追究单位直接负责的主管人员和其他直接责任人员责任。,对,,,,,,,,,,,2026-04-03 08:28:05.597861+00,2026-04-03 08:28:05.597861+00,《食品安全法实施条例》第七十五条规定，单位从事食品安全违法行为的，除对单位处罚外，还应追究直接负责的主管人员和其他直接责任人员责任。
0212dde5-1049-4c0e-b257-3021d2f663a3,多选题,食品流通,易,是,,《关于办理危害食品安全刑事案件适用法律若干问题的解释》规定，生产、销售不符合食品安全标准的食品，具有下列（）情形的，应当认定为刑法第一百四十三条规定的“足以造成严重食物中毒事故或者其他严重食源性疾病”。,"A,B,C,D",含有严重超出标准限量的致病性微生物、农药残留、兽药残留、重金属、污染物质以及其他危害人体健康的物质的,属于病死、死因不明或者检验检疫不合格的畜、禽、兽、水产动物及其肉类、肉类制品的,属于国家为防控疾病等特殊需要明令禁止生产、销售的,婴幼儿食品中生长发育所需营养成分严重不符合食品安全标准的,,,,,,,2026-04-03 08:26:28.065186+00,2026-04-03 08:26:28.065186+00,诺如病毒、沙门氏菌、金黄色葡萄球菌、致病性大肠杆菌均为常见食源性病原体。
021dc06c-fa4d-470e-a31a-623e9adc72c3,多选题,食品流通,易,是,,凡患有（）疾病的患者不得从事直接入口食品生产经营活动。,"A,B,C",痢疾、伤寒,化脓性或者渗出性皮肤病等有碍食品安全的疾病,病毒性肝炎等消化道传染病,高血压、糖尿病,,,,,,,2026-04-03 08:26:50.677917+00,2026-04-03 08:26:50.677917+00,"正确答案为A,B,C。根据《中华人民共和国食品安全法》及相关法规标准规定，痢疾、伤寒；化脓性或者渗出性皮肤病等有碍食品安全的疾病；病毒性肝炎等消化道传染病等选项符合法规要求。"
02210543-5b75-45f5-87d2-5f5182237caa,判断题,特殊食品流通,易,是,,食品经营企业未按规定建立食品安全管理制度，应责令改正，给予警告，拒不改正的，不得再给予其它行政处罚,错,,,,,,,,,,,2026-04-03 08:27:12.087675+00,2026-04-03 08:27:12.087675+00,该表述不符合《中华人民共和国食品安全法》及相关法规、标准的规定。食品生产经营者应严格遵守法律法规要求，确保食品安全。
023bbb22-7424-41f2-85ce-b38abfca70f3,判断题,食品生产,易,是,,当食品安全相关的法律法规标准更新时，应及时对员工开展培训。,对,,,,,,,,,,,2026-04-03 08:27:45.462018+00,2026-04-03 08:27:45.462018+00,《食品安全法》第四十四条规定，食品生产经营企业应建立培训制度，法律法规标准更新时应及时对员工开展培训。
023e42bc-72dc-48e4-8671-de315e920ebb,单选题,餐饮,易,是,,（）发现有食品安全事故潜在风险的，应当提出停止相关食品生产经营活动等否决建议，企业应当立即分析研判，采取处置措施，消除风险隐患。,A,食品安全总监、食品安全员,企业负责人,食品安全总监,食品安全员,,,,,,,2026-04-03 08:25:16.151+00,2026-04-03 08:25:16.151+00,正确答案为A。根据《中华人民共和国食品安全法》及相关法规标准规定，食品安全总监、食品安全员。其他选项不符合相关法规要求。
024bad4f-c918-48bd-8608-00ec95978385,判断题,特殊食品流通,易,是,,可以采购无检验合格证明的保健食品。,错,,,,,,,,,,,2026-04-03 08:27:12.087675+00,2026-04-03 08:27:12.087675+00,该表述不符合《中华人民共和国食品安全法》及相关法规、标准的规定。食品生产经营者应严格遵守法律法规要求，确保食品安全。
024ecf35-ccab-4856-9861-e8787d68b663,单选题,食品生产,易,是,,当使用的商品名称含有易使人误解食品属性的文字或术语（词语）时，应在所示名称的同一展示版面邻近部位使用（）字号标示食品真实属性的专用名称。,A,同一,较大,较小,不同,,,,,,,2026-04-03 08:24:08.030283+00,2026-04-03 08:24:08.030283+00,正确答案为A。根据《中华人民共和国食品安全法》及相关法规标准规定，同一。其他选项不符合相关法规要求。
026dc328-ed30-4921-a4d6-3ca477cb60b6,判断题,食品流通,易,是,,食品生产经营者要针对不合格食品产生的原因，制定整改措施并限期完成整改，向市场监管部门提交整改报告。,对,,,,,,,,,,,2026-04-03 08:27:45.462018+00,2026-04-03 08:27:45.462018+00,该表述符合《中华人民共和国食品安全法》及相关法规、标准的规定。食品生产经营者应严格遵守法律法规，落实食品安全主体责任。
0277a139-efb9-47b5-b964-ad3d1a798852,多选题,食品生产,易,是,,根据《中华人民共和国食品安全法》，禁止生产下列食品、食品添加剂、食品相关产品（     ）。,"A,B,D",A、用非食品原料生产的食品,B、超范围、超限量使用食品添加剂的食品,C、添加按照传统既是食品又是中药材的物质的食品,D、用回收食品作为原料生产的食品,,,,,,,2026-04-03 08:25:51.064053+00,2026-04-03 08:25:51.064053+00,"正确答案为A,B,D。根据《中华人民共和国食品安全法》及相关法规标准规定，A、用非食品原料生产的食品；B、超范围、超限量使用食品添加剂的食品；D、用回收食品作为原料生产的食品等选项符合法规要求。"
02a84ed0-835a-4c9a-99b5-533e5304404e,单选题,食品生产,易,是,,GB 7099不适用于（）产品。,D,冷加工糕点,面包,月饼,焙烤食品馅料,,,,,,,2026-04-03 08:24:08.030283+00,2026-04-03 08:24:08.030283+00,GB 7099《食品安全国家标准 糕点、面包》适用于糕点、面包、月饼等产品，不适用于焙烤食品馅料。
02b086ab-a5dd-4a14-ac25-7aa6405f3ff8,单选题,餐饮,易,是,,《中华人民共和刑法》规定，生产、销售不符合食品安全标准的食品，对人体健康造成严重危害或者有其他严重情节的，处（）有期徒刑，并处罚金。,B,三年以上五年以下有期徒刑,三年以上七年以下,三年以下有期徒刑,五年以上七年以下有期徒刑,,,,,,,2026-04-03 08:25:16.151+00,2026-04-03 08:25:16.151+00,《刑法》第一百四十三条规定，生产、销售不符合食品安全标准的食品，对人体健康造成严重危害或有其他严重情节的，处三年以上七年以下有期徒刑，并处罚金。
02b99a2b-0591-4341-9d00-831b0bf4494c,判断题,食品生产,易,是,,饼干生产过程中不需要制定面粉原料的验收标准,错,,,,,,,,,,,2026-04-03 08:27:12.087675+00,2026-04-03 08:27:12.087675+00,《食品安全法》第五十条规定，食品生产者应查验供货者的许可证和产品合格证明，对主要原料应制定验收标准。
02ba8539-7a6f-4500-b415-87a04eef6e3b,单选题,餐饮,易,是,,食品生产许可证有效期内，当需要变更食品生产许可证载明的许可事项时，食品生产者应当在变化后（   ）个工作日内向原发证的市场监督管理部门提出变更申请。,B,5,10,20,30,,,,,,,2026-04-03 08:25:51.064053+00,2026-04-03 08:25:51.064053+00,《食品生产许可管理办法》规定，食品生产许可证有效期内变更许可事项的，应在变化后10个工作日内向原发证部门提出变更申请。
02c01a96-ed6d-4c55-a265-02d741902a30,多选题,特殊食品生产,易,是,,根据《中华人民共和国食品安全法》，食品生产企业应具有合理的设备布局和工艺流程，以（？？？？）。,"A,B,C,D",防止待加工食品与直接入口食品交叉污染,避免食品接触不洁物,防止原料与成品交叉污染,避免食品接触有毒物,,,,,,,2026-04-03 08:25:51.064053+00,2026-04-03 08:25:51.064053+00,"正确答案为A,B,C,D。根据《中华人民共和国食品安全法》及相关法规标准规定，防止待加工食品与直接入口食品交叉污染；避免食品接触不洁物；防止原料与成品交叉污染；避免食品接触有毒物等选项符合法规要求。"
02c49abb-44b3-4fc8-a864-27cd96aa371f,判断题,食品生产,易,是,,食品生产场所或生产车间入口处应设置更衣室，为节约空间，工作服可与个人服装混放。,错,,,,,,,,,,,2026-04-03 08:27:45.462018+00,2026-04-03 08:27:45.462018+00,GB 14881规定，食品生产场所入口处应设置更衣室，工作服应与个人服装分开存放，防止交叉污染。
02c6ec6a-245f-4473-85df-76511d3a5a67,单选题,食品生产,易,是,,下列不属于食品生产许可的食糖为（）。,C,白砂糖,红糖,淀粉糖,单晶体冰糖,,,,,,,2026-04-03 08:24:08.030283+00,2026-04-03 08:24:08.030283+00,正确答案为C。根据《中华人民共和国食品安全法》及相关法规标准规定，淀粉糖。其他选项不符合相关法规要求。
02deb94a-e8d4-4148-a8e9-f13f89a9fa1e,多选题,特殊食品生产,易,是,,食品生产过程中化学污染的途径包括（？？？）。,"A,B,D",清洁剂、消毒剂污染,包装迁移,虫害污染,食品工业用加工助剂污染,,,,,,,2026-04-03 08:25:51.064053+00,2026-04-03 08:25:51.064053+00,GB 14881规定，化学污染途径包括清洁剂消毒剂污染、包装迁移、加工助剂污染等。虫害污染属于生物性污染。
03019c1c-a84b-46bd-834d-e29ca35f8cbc,多选题,特殊食品流通,易,是,,食品经营者发现其经营的食品不符合食品安全标准或者可能危害人体健康的，应当采取以下哪些措施（）。,"A,B,C,D",立即停止经营,通知相关生产经营者和消费者,记录停止经营和通知情况,向所在地县级人民政府食品安全监督管理部门报告,,,,,,,2026-04-03 08:25:51.064053+00,2026-04-03 08:25:51.064053+00,《食品安全法》第六十三条规定，食品经营者发现经营的食品不符合标准，应立即停止经营、通知相关方、记录情况、向监管部门报告。
0313bbd4-ef14-486a-84a4-2c07d1fa6eed,多选题,餐饮,易,是,,应在卫生间出口附近设置符合要求的洗手设施。洗手设施应采用（）的材料制成。洗手设施附近应配备洗手用品和干手设施等。,"A,B,C",不透水,不易积垢,易于清洁,以上均不是,,,,,,,2026-04-03 08:26:50.677917+00,2026-04-03 08:26:50.677917+00,GB 14881规定，洗手设施应采用不透水、不易积垢、易于清洁的材料制成。
0324d6c7-20bd-48b1-b388-815a50393942,多选题,食品流通,易,是,,配备的食品安全总监、食品安全员等食品安全管理人员的数量和能力水平应当与（）等相适应。,"A,B,C,D,E",企业规模,食品类别,风险等级,管理水平,安全状况,,,,,,2026-04-03 08:26:28.065186+00,2026-04-03 08:26:28.065186+00,《企业落实食品安全主体责任监督管理规定》要求，配备的食品安全管理人员数量和能力水平应与企业规模、食品类别、风险等级、管理水平、安全状况相适应。
03294efd-cc36-40e0-b49b-fb8b4322272d,单选题,食品生产,易,是,,《中华人民共和国食品安全法》规定，接到消费者赔偿要求的食品生产企业，应当实行（   ）责任制，先行赔付，不得推诿。,D,A、直接,B、间接,C、主体,D、首负,,,,,,,2026-04-03 08:23:41.179811+00,2026-04-03 08:23:41.179811+00,正确答案为D。根据《中华人民共和国食品安全法》及相关法规标准规定，D、首负。其他选项不符合相关法规要求。
03348baf-f566-4c99-afa3-b85cc58d5032,单选题,食品生产,易,是,,食品生产企业撕毁、涂改日常监督检查结果记录表，或者未保持日常监督检查结果记录表至下次日常监督检查的，由市、县级食品安全监督管理部门责令改正，给予警告，并处（    ）罚款。,B,A、1000元以上3万元以下,B、2000元以上3万元以下,C、2000元以上5万元以下,D、5000元以上5万元以下,,,,,,,2026-04-03 08:23:41.179811+00,2026-04-03 08:23:41.179811+00,正确答案为B。根据《中华人民共和国食品安全法》及相关法规标准规定，B、2000元以上3万元以下。其他选项不符合相关法规要求。
03381753-c98f-44f8-910a-38ab4f7b6eec,多选题,餐饮,易,是,,《中华人民共和国食品安全法》是为了（），（）和（）而制定。,"A,B,C",保证食品安全,保障公众身体健康,生命安全,财产安全,,,,,,,2026-04-03 08:26:50.677917+00,2026-04-03 08:26:50.677917+00,"正确答案为A,B,C。根据《中华人民共和国食品安全法》及相关法规标准规定，保证食品安全；保障公众身体健康；生命安全等选项符合法规要求。"
033d1678-52d1-4a94-9c57-828b578a44bb,单选题,餐饮,易,是,,餐饮服务场所、设施、设备应定期（），必要时（）。,A,清洁；消毒,消毒；校验,清洁；校验,消毒；清洁,,,,,,,2026-04-03 08:25:51.064053+00,2026-04-03 08:25:51.064053+00,正确答案为A。根据《中华人民共和国食品安全法》及相关法规标准规定，清洁；消毒。其他选项不符合相关法规要求。
035a4955-fd32-4ab4-8d52-e5fefd7361ec,多选题,食品生产,易,是,,白酒的生产工序主要包括（）。,"A,B,C,D",蒸煮,发酵,蒸馏,勾调,,,,,,,2026-04-03 08:26:28.065186+00,2026-04-03 08:26:28.065186+00,"正确答案为A,B,C,D。根据《中华人民共和国食品安全法》及相关法规标准规定，蒸煮；发酵；蒸馏；勾调等选项符合法规要求。"
03723659-05ec-4f79-ac3b-cd11abc0f8b4,单选题,食品生产,易,是,,食用油、油脂及其制品食品生产许可证发证日期为（）的日期，有效期为5年。,C,材料提交日期,现场核查日期,许可决定作出,第一次检查日期,,,,,,,2026-04-03 08:24:08.030283+00,2026-04-03 08:24:08.030283+00,正确答案为C。根据《中华人民共和国食品安全法》及相关法规标准规定，许可决定作出。其他选项不符合相关法规要求。
0386d535-1851-4131-9b2a-44d5351f76c2,单选题,特殊食品生产,易,是,,保健食品的名称由（）组成。,C,通用名和属性名,商标名和属性名,商标名、通用名和属性名,商标名、通用名,,,,,,,2026-04-03 08:23:41.179811+00,2026-04-03 08:23:41.179811+00,正确答案为C。根据《中华人民共和国食品安全法》及相关法规标准规定，商标名、通用名和属性名。其他选项不符合相关法规要求。
